"","event","tournament","gender","pts","division","win","judge_gender","round","year"
"596","PF","novice",1,28.5,"N",1,1,"prelim",2016
"597","PF","novice",1,27,"N",1,1,"prelim",2016
"598","PF","sweet",1,27,"N",0,1,"prelim",2015
"599","PF","sweet",1,28.5,"N",1,1,"prelim",2016
"600","PF","yankton",1,26,"V",0,1,"prelim",2019
"601","PF","sweet",0,28,"V",0,1,"prelim",2018
"602","PF","yankton",1,27.5,"V",1,1,"prelim",2019
"603","PF","sweet",1,27,"N",0,1,"prelim",2015
"604","PF","novice",0,28.5,"N",1,1,"prelim",2016
"605","PF","yankton",0,28,"V",1,1,"prelim",2019
"606","PF","novice",0,NA,"N",0,1,"prelim",2015
"607","PF","sweet",0,25.8,"N",0,0,"prelim",2019
"608","PF","sweet",1,27.5,"N",0,0,"prelim",2019
"609","PF","silver",0,28.5,"V",1,0,"prelim",2021
"610","PF","novice",NA,NA,"N",0,0,"prelim",2020
"611","PF","bell",0,28,"JV",1,0,"prelim",2017
"612","PF","cfc",0,27,"N",0,0,"prelim",2020
"613","PF","novice",0,28,"N",0,0,"prelim",2019
"614","PF","sweet",1,28.5,"N",1,0,"prelim",2019
"615","PF","bell",1,29,"JV",1,0,"prelim",2017
"616","PF","novice",1,27,"N",0,0,"prelim",2019
"617","PF","novice",1,29,"N",0,0,"prelim",2020
"618","PF","novice",0,27,"N",0,0,"prelim",2015
"619","PF","sweet",1,26.2,"N",0,0,"prelim",2019
"620","PF","novice",0,26.9,"N",0,0,"prelim",2020
"622","PF","novice",1,27.5,"N",0,NA,"prelim",2017
"623","PF","novice",0,27,"N",1,NA,"prelim",2015
"624","PF","novice",1,27,"N",0,NA,"prelim",2017
"625","PF","novice",0,28,"N",1,NA,"prelim",2017
"626","PF","novice",1,26,"N",0,NA,"prelim",2017
"627","PF","harrisburg",1,28,"N",1,NA,"prelim",2019
"628","PF","novice",1,28,"N",0,NA,"prelim",2017
"630","PF","harrisburg",1,28,"N",1,NA,"prelim",2019
"632","PF","sweet",1,27,"JV",0,0,"prelim",2021
"633","PF","sweet",1,29,"JV",1,0,"prelim",2021
"635","PF","sweet",1,29,"V",1,0,"prelim",2021
"636","PF","mcgov",1,26,"N",1,1,"prelim",2019
"637","PF","mcgov",1,24,"N",0,1,"prelim",2019
"638","PF","mcgov",0,28,"JV",1,1,"prelim",2019
"639","PF","mcgov",1,25,"V",0,1,"prelim",2019
"640","PF","novice",1,28,"N",1,1,"prelim",2020
"641","PF","novice",0,29,"N",1,1,"prelim",2021
"642","PF","bell",0,28,"V",1,1,"prelim",2020
"643","PF","cfc",0,25.6,"V",0,1,"prelim",2021
"644","PF","silver",1,26,"V",0,1,"prelim",2021
"645","PF","harrisburg",0,26,"N",0,1,"prelim",2020
"646","PF","silver",1,26,"V",1,1,"prelim",2021
"647","PF","cfc",1,25,"N",0,1,"prelim",2019
"648","PF","gec",1,26,"JV",0,1,"prelim",2020
"649","PF","silver",0,29,"V",1,1,"prelim",2021
"650","PF","sweet",0,25.6,"V",1,1,"prelim",2018
"651","PF","mcgov",0,27,"V",0,1,"prelim",2018
"652","PF","harrisburg",1,28,"V",0,1,"prelim",2020
"653","PF","gec",1,27,"V",0,1,"prelim",2020
"654","PF","silver",1,29,"V",1,0,"prelim",2019
"655","PF","cfc",0,29,"V",1,0,"prelim",2016
"656","PF","cfc",0,26,"V",0,0,"prelim",2016
"657","PF","cfc",1,24,"V",0,0,"prelim",2017
"658","PF","mcgov",1,29,"V",1,0,"prelim",2019
"659","PF","bell",1,26,"N",0,0,"prelim",2020
"660","PF","novice",0,26,"N",0,0,"prelim",2017
"661","PF","silver",NA,27,"V",0,0,"prelim",2021
"662","PF","cfc",0,28,"V",1,0,"prelim",2019
"663","PF","mcgov",0,27,"N",1,0,"prelim",2018
"664","PF","cfc",1,28,"V",1,0,"prelim",2018
"665","PF","sweet",0,28,"V",1,0,"prelim",2015
"666","PF","bell",0,24,"N",0,0,"prelim",2015
"667","PF","cfc",0,29,"V",1,0,"prelim",2021
"668","PF","jeff",NA,30,"V",1,0,"prelim",2021
"669","PF","mcgov",0,27,"N",1,0,"prelim",2018
"670","PF","cfc",0,27,"V",1,0,"prelim",2018
"671","PF","novice",1,25,"N",1,0,"prelim",2020
"672","PF","harrisburg",1,28,"V",0,0,"prelim",2020
"673","PF","cfc",0,27,"V",0,0,"prelim",2020
"674","PF","cfc",NA,26,"N",0,0,"prelim",2016
"675","PF","yankton",0,26,"V",1,0,"prelim",2019
"676","PF","mcgov",1,28,"N",1,0,"prelim",2018
"679","PF","sweet",NA,28,"N",1,0,"prelim",2017
"680","PF","silver",1,29,"V",1,0,"prelim",2017
"681","PF","harrisburg",0,28,"V",1,0,"prelim",2020
"682","PF","cfc",1,27,"N",1,0,"prelim",2015
"683","PF","sweet",1,29,"V",1,0,"prelim",2016
"684","PF","yankton",1,26,"JV",0,0,"prelim",2021
"685","PF","fiesta",0,27,"N",1,0,"prelim",2021
"686","PF","LINCOLN COUNTY QUARREL",0,27,NA,0,0,"prelim",2017
"687","PF","novice",0,27,"N",0,0,"prelim",2017
"688","PF","jeff",1,26,"N",1,0,"prelim",2021
"689","PF","cfc",0,29,"V",1,0,"prelim",2018
"690","PF","cfc",0,28,"V",1,0,"prelim",2017
"691","PF","silver",0,28,"V",1,0,"prelim",2021
"692","PF","cfc",1,27,"N",1,0,"prelim",2016
"693","PF","LINCOLN COUNTY QUARREL",0,27,NA,0,0,"prelim",2017
"695","PF","silver",1,28,"V",1,0,"prelim",2016
"696","PF","cfc",0,27,"V",0,0,"prelim",2016
"697","PF","sweet",0,27,"N",1,0,"prelim",2018
"698","PF","harrisburg",1,30,"V",1,0,"prelim",2017
"699","PF","sweet",1,25,"N",0,0,"prelim",2018
"700","PF","harrisburg",0,27,"V",0,0,"prelim",2020
"701","PF","mcgov",0,25,"JV",1,0,"prelim",2019
"703","PF","mcgov",1,26,"N",0,0,"prelim",2018
"704","PF","sweet",0,27,"N",0,0,"prelim",2017
"705","PF","harrisburg",1,28,"V",1,0,"prelim",2017
"706","PF","bell",1,27,"JV",1,0,"prelim",2018
"707","PF","bell",0,29,"JV",1,0,"prelim",2017
"708","PF","cfc",NA,27,"V",0,0,"prelim",2017
"709","PF","novice",1,26,"N",0,0,"prelim",2017
"710","PF","mcgov",0,25,"N",0,0,"prelim",2021
"711","PF","bell",1,30,"V",1,0,"prelim",2019
"712","PF","silver",1,28,"V",0,0,"prelim",2019
"713","PF","cfc",0,30,"V",0,0,"prelim",2016
"714","PF","mcgov",1,26,"N",0,0,"prelim",2018
"715","PF","harrisburg",0,25,"V",0,0,"prelim",2016
"716","PF","mcgov",0,27,"JV",0,0,"prelim",2019
"717","PF","sweet",0,27,"V",1,0,"prelim",2016
"718","PF","bell",0,28,"V",1,0,"prelim",2017
"720","PF","yankton",0,NA,"V",1,0,"elim",2019
"721","PF","mcgov",1,27,"V",1,0,"prelim",2019
"722","PF","cfc",1,26,"V",1,0,"prelim",2015
"723","PF","bell",0,28,"N",1,0,"prelim",2015
"724","PF","cfc",0,29,"V",1,0,"prelim",2020
"725","PF","yankton",0,27,"JV",1,0,"prelim",2021
"726","PF","sweet",1,28,"N",1,0,"prelim",2017
"728","PF","yankton",0,28,"V",1,0,"prelim",2019
"729","PF","cfc",0,26,"V",0,0,"prelim",2016
"730","PF","bell",0,26,"N",0,0,"prelim",2020
"732","PF","silver",1,26,"N",1,0,"prelim",2016
"733","PF","silver",0,27,"V",0,0,"prelim",2016
"735","PF","sweet",1,28,"V",1,0,"prelim",2016
"736","PF","silver",1,27,"V",0,0,"prelim",2019
"737","PF","bell",0,29,"V",0,0,"prelim",2017
"738","PF","harrisburg",0,27,"V",0,0,"prelim",2019
"739","PF","fiesta",1,27,"N",1,0,"prelim",2021
"740","PF","cfc",1,28,"N",1,0,"prelim",2017
"741","PF","harrisburg",0,29,"V",1,0,"prelim",2017
"742","PF","harrisburg",1,28,"V",0,0,"prelim",2016
"743","PF","bell",1,28,"V",1,0,"prelim",2018
"744","PF","novice",0,25,"N",0,0,"prelim",2020
"745","PF","cfc",0,24,"V",0,0,"prelim",2017
"746","PF","cfc",0,26,"N",1,0,"prelim",2020
"747","PF","cfc",1,28,"V",1,0,"prelim",2020
"748","PF","cfc",1,27,"V",0,0,"prelim",2020
"749","PF","mcgov",0,27,"N",1,0,"prelim",2021
"750","PF","silver",0,26,"JV",1,0,"prelim",2019
"751","PF","harrisburg",0,27,"V",0,0,"prelim",2017
"752","PF","fiesta",1,25,"N",0,0,"prelim",2021
"753","PF","cfc",0,28,"V",1,0,"prelim",2019
"754","PF","bell",1,26,"V",0,0,"prelim",2018
"755","PF","sweet",0,28,"V",1,0,"prelim",2016
"756","PF","mcgov",1,26,"N",0,0,"prelim",2021
"757","PF","sweet",1,27,"N",1,0,"prelim",2019
"758","PF","yankton",NA,27,"V",0,0,"prelim",2019
"759","PF","jeff",1,26,"N",0,0,"prelim",2021
"760","PF","cfc",1,28,"V",1,0,"prelim",2019
"761","PF","yankton",0,29,"V",1,0,"prelim",2019
"762","PF","cfc",0,29,"V",1,0,"prelim",2016
"763","PF","cfc",1,29,"V",0,0,"prelim",2017
"764","PF","sweet",0,28,"V",1,0,"prelim",2015
"765","PF","sweet",1,26,"V",0,0,"prelim",2015
"766","PF","jeff",0,26,"N",1,0,"prelim",2021
"767","PF","mcgov",1,27,"JV",1,0,"prelim",2021
"768","PF","cfc",0,26,"V",0,0,"prelim",2018
"770","PF","yankton",NA,25,"N",0,0,"prelim",2021
"771","PF","yankton",0,28.2,"JV",0,0,"prelim",2021
"772","PF","cfc",1,26,"N",1,1,"prelim",2019
"773","PF","harrisburg",0,29,"N",1,1,"prelim",2020
"774","PF","cfc",1,27,"V",0,1,"prelim",2020
"775","PF","cfc",0,26,"V",1,1,"prelim",2019
"777","PF","mcgov",1,30,"V",1,1,"prelim",2019
"778","PF","mcgov",1,26,"JV",0,1,"prelim",2019
"779","PF","silver",0,28,"N",1,1,"prelim",2020
"780","PF","mcgov",1,28,"N",1,1,"prelim",2019
"781","PF","mcgov",0,27,"JV",1,1,"prelim",2019
"782","PF","cfc",0,27,"N",1,1,"prelim",2019
"783","PF","cfc",0,29,"V",1,1,"prelim",2020
"785","PF","harrisburg",0,29,"N",1,1,"prelim",2020
"786","PF","cfc",1,29,"V",0,1,"prelim",2019
"787","PF","silver",1,29,"V",1,1,"prelim",2020
"820","PF","cfc",0,25,"N",0,0,"prelim",2016
"830","PF","mcgov",0,28,"V",0,0,"prelim",2016
"834","PF","gec",0,NA,"JV",0,0,"prelim",2021
"835","PF","harrisburg",1,29,"N",1,0,"prelim",2019
"836","PF","gec",1,NA,"JV",0,0,"prelim",2021
"840","PF","gec",1,NA,"N",0,0,"prelim",2021
"841","PF","gec",0,NA,"N",1,0,"prelim",2021
"842","PF","harrisburg",0,29,"N",0,0,"prelim",2019
"843","PF","LINCOLN COUNTY QUARREL",1,28,NA,0,0,"prelim",2017
"844","PF","mcgov",1,26,"N",0,0,"prelim",2018
"845","PF","harrisburg",NA,28,"N",1,0,"prelim",2020
"846","PF","mcgov",0,26,"N",0,0,"prelim",2018
"847","PF","harrisburg",1,27,"N",0,0,"prelim",2020
"848","PF","harrisburg",0,29,"N",0,0,"prelim",2020
"849","PF","mcgov",0,29.5,"N",1,0,"prelim",2018
"850","PF","LINCOLN COUNTY QUARREL",0,25,NA,0,0,"prelim",2017
"851","PF","mcgov",1,28,"N",1,0,"prelim",2018
"852","PF","LINCOLN COUNTY QUARREL",1,29,NA,0,0,"prelim",2017
"853","PF","mcgov",1,29,"N",1,0,"prelim",2018
"854","PF","sweet",1,26,"N",0,NA,"prelim",2017
"855","PF","sweet",1,29,"N",0,NA,"prelim",2017
"856","PF","sweet",0,28,"N",1,NA,"prelim",2017
"857","PF","novice",0,NA,"N",0,0,"prelim",2015
"858","PF","yankton",0,28,"V",1,0,"prelim",2019
"861","PF","cfc",0,26,"V",0,0,"prelim",2021
"867","PF","mcgov",0,26,"N",0,0,"prelim",2018
"868","PF","mcgov",1,29,"N",1,0,"prelim",2018
"869","PF","sweet",1,28,"N",0,0,"prelim",2019
"873","PF","bell",0,29.5,"N",1,0,"prelim",2020
"876","PF","cfc",NA,29,"N",1,0,"prelim",2016
"877","PF","mcgov",0,26,"N",1,0,"prelim",2018
"880","PF","cfc",1,28,"V",0,0,"prelim",2017
"882","PF","fiesta",0,28,"N",0,0,"prelim",2021
"884","PF","harrisburg",1,28,"V",0,0,"prelim",2020
"886","PF","yankton",1,28,"V",0,0,"prelim",2019
"887","PF","harrisburg",1,27,"N",0,0,"prelim",2020
"889","PF","cfc",1,28,"V",0,0,"prelim",2017
"890","PF","cfc",1,29,"V",1,0,"prelim",2020
"898","PF","cfc",0,29,"V",0,0,"prelim",2020
"902","PF","UNOFFICIAL DAK 12 TOURNAMENT",1,27,NA,0,0,"prelim",2017
"905","PF","novice",0,NA,"N",1,0,"prelim",2015
"909","PF","cfc",1,27,"V",0,0,"prelim",2021
"914","PF","sweet",1,29,"V",1,0,"prelim",2019
"915","PF","UNOFFICIAL DAK 12 TOURNAMENT",1,27,NA,0,0,"prelim",2017
"920","PF","cfc",1,28,"N",1,0,"prelim",2016
"922","PF","mcgov",0,27,"N",1,0,"prelim",2018
"925","PF","yankton",1,NA,"N",0,0,"elim",2019
"926","PF","mcgov",1,28,"N",0,0,"prelim",2018
"927","PF","fiesta",0,26,"N",0,0,"prelim",2021
"930","PF","yankton",NA,29,"V",1,0,"prelim",2019
"932","PF","cfc",0,28,"N",1,0,"prelim",2016
"933","PF","yankton",1,28,"V",0,0,"prelim",2021
"934","PF","warrior",0,29,"V",1,0,"prelim",2020
"935","PF","yankton",0,26,"N",0,0,"prelim",2021
"936","PF","warrior",1,29,"V",1,0,"prelim",2020
"937","PF","gec",1,27,"V",0,0,"prelim",2020
"938","PF","silver",1,27,"V",1,0,"prelim",2021
"939","PF","fiesta",1,27,"V",0,0,"prelim",2021
"940","PF","yankton",1,26,"N",0,0,"prelim",2021
"941","PF","silver",1,27.5,"JV",0,0,"prelim",2021
"942","PF","fiesta",1,27,"N",1,0,"prelim",2021
"943","PF","yankton",0,27,"N",1,0,"prelim",2021
"944","PF","harrisburg",0,26,"V",0,0,"prelim",2021
"945","PF","silver",1,28,"V",1,0,"prelim",2021
"946","PF","warrior",0,27,"JV",0,0,"prelim",2020
"947","PF","cfc",0,29,"N",0,0,"prelim",2016
"948","PF","sweet",0,29,"N",1,0,"prelim",2017
"949","PF","sweet",1,29,"N",1,0,"prelim",2017
"951","PF","silver",0,27,"JV",0,0,"prelim",2015
"952","PF","silver",0,29,"V",1,0,"prelim",2015
"953","PF","gec",1,30,"N",1,0,"prelim",2020
"955","PF","sweet",1,27,"N",0,0,"prelim",2018
"956","PF","sweet",1,30,"V",0,0,"prelim",2018
"960","PF","sweet",0,27,"N",1,0,"prelim",2017
"962","PF","sweet",0,28,"N",1,0,"prelim",2018
"965","PF","gec",0,30,"N",1,0,"prelim",2020
"973","PF","sweet",0,27.8,"V",1,1,"prelim",2016
"974","PF","sweet",0,28.2,"V",0,1,"prelim",2016
"978","PF","sweet",1,27.2,"V",0,1,"prelim",2016
"979","PF","sweet",1,NA,"V",1,1,"prelim",2016
"981","PF","cfc",0,26,"N",1,0,"prelim",2020
"982","PF","mcgov",0,22,"N",0,0,"prelim",2018
"983","PF","sweet",0,27,"N",0,0,"prelim",2015
"984","PF","mcgov",1,26,"N",0,0,"prelim",2018
"985","PF","mcgov",0,26,"JV",0,0,"prelim",2018
"987","PF","silver",0,29,"JV",0,0,"prelim",2018
"988","PF","mcgov",NA,25,"N",1,0,"prelim",2018
"989","PF","sweet",0,25,"N",0,0,"prelim",2015
"990","PF","silver",1,27,"JV",0,0,"prelim",2019
"991","PF","mcgov",NA,26,"N",1,0,"prelim",2021
"992","PF","silver",0,30,"JV",1,0,"prelim",2019
"993","PF","mcgov",1,26,"N",1,0,"prelim",2018
"994","PF","cfc",0,28,"V",0,0,"prelim",2020
"995","PF","silver",1,28,"V",1,0,"prelim",2019
"996","PF","cfc",0,28,"V",1,0,"prelim",2018
"997","PF","mcgov",0,27,"V",0,0,"prelim",2021
"998","PF","sweet",0,27,"N",1,0,"prelim",2015
"999","PF","silver",1,27,"V",0,0,"prelim",2019
"1000","PF","cfc",0,26,"N",0,0,"prelim",2016
"1001","PF","mcgov",1,26,"N",0,0,"prelim",2018
"1002","PF","silver",0,25,"N",0,0,"prelim",2017
"1003","PF","mcgov",1,27,"N",0,0,"prelim",2018
"1004","PF","cfc",1,27,"V",0,0,"prelim",2019
"1005","PF","cfc",0,26,"N",0,0,"prelim",2016
"1006","PF","silver",0,29,"V",1,0,"prelim",2018
"1007","PF","silver",1,25,"N",0,0,"prelim",2019
"1008","PF","cfc",1,27,"V",0,0,"prelim",2020
"1009","PF","silver",0,30,"JV",1,0,"prelim",2018
"1010","PF","silver",1,29,"JV",0,0,"prelim",2019
"1011","PF","silver",1,30,"JV",1,0,"prelim",2019
"1012","PF","harrisburg",0,26,"V",0,0,"prelim",2020
"1013","PF","harrisburg",1,28,"N",0,0,"prelim",2020
"1014","PF","bell",0,28,"JV",0,0,"prelim",2017
"1015","PF","mcgov",0,26,"N",0,0,"prelim",2018
"1016","PF","cfc",0,NA,"N",0,0,"prelim",2017
"1017","PF","harrisburg",0,26,"V",1,0,"prelim",2019
"1018","PF","bell",1,30,"V",1,0,"prelim",2018
"1020","PF","silver",1,28,"N",1,0,"prelim",2019
"1021","PF","silver",1,29,"N",1,0,"prelim",2017
"1022","PF","bell",1,29,"V",1,0,"prelim",2018
"1023","PF","cfc",1,29,"V",0,0,"prelim",2018
"1024","PF","cfc",1,28,"V",0,0,"prelim",2018
"1025","PF","cfc",1,30,"V",1,0,"prelim",2020
"1026","PF","cfc",1,27,"N",1,0,"prelim",2016
"1027","PF","silver",0,27,"JV",0,0,"prelim",2018
"1028","PF","bell",0,29,"JV",0,0,"prelim",2017
"1029","PF","bell",0,27,"N",0,0,"prelim",2019
"1030","PF","silver",0,28,"JV",0,0,"prelim",2018
"1031","PF","sweet",0,27,"N",0,0,"prelim",2015
"1032","PF","sweet",1,26.5,"N",1,0,"prelim",2019
"1033","PF","cfc",1,26,"N",1,0,"prelim",2019
"1034","PF","bell",1,28,"V",0,0,"prelim",2017
"1036","PF","sweet",1,27,"N",1,0,"prelim",2019
"1037","PF","bell",0,26,"V",0,0,"prelim",2017
"1038","PF","silver",0,27,"V",0,0,"prelim",2018
"1039","PF","silver",NA,28,"V",0,0,"prelim",2018
"1040","PF","sweet",0,29.9,"N",1,0,"prelim",2016
"1041","PF","mcgov",1,29,"JV",1,0,"prelim",2021
"1042","PF","novice",0,26,"N",0,0,"prelim",2015
"1043","PF","silver",0,30,"V",1,0,"prelim",2019
"1044","PF","sweet",0,25,"N",0,0,"prelim",2019
"1045","PF","mcgov",NA,28,"N",1,0,"prelim",2016
"1046","PF","mcgov",1,27,"N",0,0,"prelim",2018
"1047","PF","mcgov",1,26,"JV",1,0,"prelim",2016
"1048","PF","bell",0,28,"V",0,0,"prelim",2018
"1050","PF","gec",0,28,"N",0,1,"prelim",2020
"1053","PF","gec",0,27,"JV",0,1,"prelim",2020
"1054","PF","harrisburg",0,30,"V",1,0,"prelim",2017
"1055","PF","harrisburg",1,27,"N",0,0,"prelim",2017
"1056","PF","harrisburg",0,28,"N",0,0,"prelim",2017
"1057","PF","yankton",0,27,"V",0,0,"prelim",2019
"1058","PF","bell",0,27,"JV",0,0,"prelim",2017
"1060","PF","harrisburg",0,26,"V",0,0,"prelim",2020
"1061","PF","sweet",0,27,"V",1,0,"prelim",2017
"1063","PF","mcgov",0,27,"JV",0,0,"prelim",2019
"1064","PF","silver",0,28,"JV",0,0,"prelim",2018
"1065","PF","silver",NA,28,"N",0,0,"prelim",2019
"1066","PF","sweet",1,29,"N",1,0,"prelim",2018
"1069","PF","silver",1,28,"V",0,0,"prelim",2019
"1070","PF","silver",1,29,"V",1,0,"prelim",2019
"1071","PF","sweet",0,30,"V",1,0,"prelim",2018
"1072","PF","sweet",1,26,"V",0,0,"prelim",2017
"1073","PF","yankton",1,29,"V",1,0,"prelim",2019
"1074","PF","yankton",1,28,"N",1,0,"prelim",2020
"1075","PF","yankton",1,25,"N",0,0,"prelim",2019
"1076","PF","sweet",1,28,"V",1,0,"prelim",2017
"1078","PF","bell",0,26,"JV",0,0,"prelim",2017
"1079","PF","mcgov",NA,29,"JV",0,0,"prelim",2019
"1081","PF","harrisburg",1,29,"V",1,0,"prelim",2020
"1082","PF","harrisburg",1,29,"N",0,0,"prelim",2020
"1083","PF","sweet",1,29,"V",1,0,"prelim",2017
"1087","PF","silver",0,28,"V",1,0,"prelim",2019
"1088","PF","silver",0,26,"N",0,0,"prelim",2017
"1090","PF","bell",1,28,"V",1,0,"prelim",2017
"1091","PF","sweet",0,28,"V",1,0,"prelim",2017
"1093","PF","sweet",1,29,"N",1,0,"prelim",2018
"1094","PF","yankton",NA,28,"N",1,0,"prelim",2019
"1095","PF","mcgov",0,28,"JV",1,0,"prelim",2019
"1096","PF","mcgov",1,28,"V",0,0,"prelim",2019
"1097","PF","bell",1,28,"N",1,0,"prelim",2017
"1099","PF","sweet",1,27,"N",1,0,"prelim",2018
"1101","PF","sweet",1,25,"V",0,0,"prelim",2017
"1102","PF","LINCOLN COUNTY QUARREL",1,28,NA,0,0,"prelim",2017
"1103","PF","silver",0,29,"JV",1,0,"prelim",2018
"1104","PF","warrior",0,24,"JV",1,0,"prelim",2020
"1105","PF","sweet",0,28,"N",1,0,"prelim",2018
"1106","PF","sweet",1,29,"V",1,0,"prelim",2016
"1108","PF","novice",0,29,"N",1,0,"prelim",2018
"1109","PF","sweet",1,29,"V",1,0,"prelim",2016
"1110","PF","silver",NA,30,"V",1,0,"prelim",2018
"1112","PF","sweet",NA,25,"V",0,0,"prelim",2016
"1113","PF","cfc",1,27,"N",1,0,"prelim",2015
"1115","PF","sweet",0,27.9,"N",0,0,"prelim",2015
"1116","PF","sweet",0,27.5,"N",0,0,"prelim",2015
"1117","PF","cfc",1,27,"N",1,0,"prelim",2019
"1119","PF","silver",0,30,"V",1,0,"prelim",2016
"1120","PF","sweet",1,NA,"N",0,0,"elim",2018
"1121","PF","sweet",0,26,"V",0,0,"prelim",2016
"1122","PF","cfc",0,27,"V",1,0,"prelim",2019
"1123","PF","cfc",1,NA,"V",1,0,"prelim",2017
"1124","PF","silver",0,30,"V",1,0,"prelim",2019
"1125","PF","silver",0,28,"V",1,0,"prelim",2016
"1126","PF","warrior",1,26,"N",1,0,"prelim",2020
"1127","PF","bell",1,26,"V",0,0,"prelim",2017
"1129","PF","cfc",0,29,"V",1,0,"prelim",2019
"1130","PF","cfc",1,29,"V",0,0,"prelim",2016
"1132","PF","cfc",1,28,"V",1,0,"prelim",2020
"1133","PF","cfc",1,NA,"V",0,0,"prelim",2019
"1135","PF","sweet",0,26,"N",0,0,"prelim",2019
"1136","PF","novice",0,28,"N",0,0,"prelim",2017
"1137","PF","novice",1,27,"N",0,0,"prelim",2017
"1139","PF","cfc",1,29,"V",1,0,"prelim",2016
"1140","PF","silver",1,27,"V",1,0,"prelim",2019
"1141","PF","cfc",NA,27,"V",1,0,"prelim",2020
"1142","PF","sweet",NA,26,"N",0,0,"prelim",2015
"1143","PF","cfc",0,29,"V",0,0,"prelim",2019
"1144","PF","cfc",0,28,"V",1,0,"prelim",2016
"1145","PF","LINCOLN COUNTY QUARREL",0,27,NA,1,0,"prelim",2017
"1146","PF","novice",1,29,"N",0,0,"prelim",2017
"1148","PF","sweet",0,28,"N",0,0,"prelim",2018
"1149","PF","silver",0,29,"N",1,0,"prelim",2018
"1151","PF","novice",0,28,"N",0,0,"prelim",2017
"1153","PF","sweet",0,28,"V",1,0,"prelim",2017
"1154","PF","bell",0,29,"V",1,0,"prelim",2019
"1155","PF","LINCOLN COUNTY QUARREL",0,28,NA,0,0,"prelim",2017
"1156","PF","silver",0,29,"JV",1,0,"prelim",2018
"1158","PF","silver",1,28,"JV",0,0,"prelim",2019
"1159","PF","bell",0,28,"V",0,0,"prelim",2015
"1160","PF","novice",1,30,"N",1,0,"prelim",2018
"1161","PF","silver",1,28,"V",0,0,"prelim",2020
"1162","PF","sweet",0,28.1,"V",1,0,"prelim",2018
"1163","PF","cfc",0,28,"V",0,0,"prelim",2020
"1164","PF","bell",1,NA,"JV",0,0,"prelim",2017
"1165","PF","cfc",0,28,"V",0,0,"prelim",2016
"1166","PF","silver",1,27,"V",0,0,"prelim",2020
"1168","PF","sweet",1,28,"N",0,0,"prelim",2015
"1169","PF","silver",0,30,"V",1,0,"prelim",2015
"1170","PF","sweet",0,28.5,"V",1,0,"prelim",2016
"1171","PF","novice",0,28,"N",1,0,"prelim",2017
"1172","PF","bell",1,30,"N",1,0,"prelim",2015
"1173","PF","sweet",0,28,"V",1,0,"prelim",2017
"1174","PF","cfc",1,27,"N",0,0,"prelim",2020
"1175","PF","silver",0,28,"V",0,0,"prelim",2019
"1176","PF","novice",1,28,"N",1,0,"prelim",2018
"1177","PF","cfc",0,28,"V",1,0,"prelim",2019
"1178","PF","cfc",0,27,"N",1,0,"prelim",2015
"1183","PF","silver",1,28,"V",0,1,"prelim",2017
"1184","PF","silver",0,29,"JV",1,1,"prelim",2019
"1186","PF","bell",1,28,"V",0,1,"prelim",2018
"1187","PF","yankton",NA,29,"N",1,1,"prelim",2019
"1188","PF","bell",1,29,"V",1,1,"prelim",2018
"1189","PF","sweet",1,25,"V",1,1,"prelim",2015
"1191","PF","yankton",1,27,"N",0,1,"prelim",2019
"1193","PF","bell",1,29,"V",1,1,"prelim",2018
"1194","PF","silver",1,29,"V",1,1,"prelim",2019
"1195","PF","silver",1,30,"V",0,1,"prelim",2018
"1196","PF","bell",NA,27,"V",0,1,"prelim",2018
"1197","PF","sweet",1,26,"V",1,1,"prelim",2015
"1198","PF","novice",1,26,"N",0,1,"prelim",2020
"1199","PF","bell",1,27,"V",0,1,"prelim",2015
"1200","PF","bell",1,30,"V",1,1,"prelim",2018
"1201","PF","sweet",1,27,"V",0,1,"prelim",2015
"1202","PF","sweet",0,26,"V",1,1,"prelim",2015
"1204","PF","yankton",1,27,"N",1,1,"prelim",2019
"1205","PF","silver",0,30,"V",1,1,"prelim",2018
"1207","PF","bell",0,28,"N",1,1,"prelim",2018
"1208","PF","yankton",0,29,"V",1,1,"prelim",2019
"1209","PF","silver",1,28,"V",0,1,"prelim",2019
"1211","PF","yankton",1,29,"V",1,1,"prelim",2019
"1212","PF","harrisburg",0,27,"V",0,1,"prelim",2019
"1213","PF","silver",1,30,"V",1,1,"prelim",2018
"1215","PF","bell",1,28,"JV",1,1,"prelim",2018
"1216","PF","bell",1,28,"N",1,1,"prelim",2018
"1217","PF","harrisburg",1,29.5,"V",1,0,"prelim",2020
"1218","PF","sweet",1,26,"N",1,0,"prelim",2018
"1219","PF","sweet",0,30,"V",1,0,"prelim",2017
"1220","PF","sweet",0,28,"V",1,0,"prelim",2017
"1221","PF","yankton",1,28,"N",1,0,"prelim",2019
"1222","PF","sweet",0,28,"V",0,0,"prelim",2019
"1223","PF","harrisburg",1,29,"V",1,0,"prelim",2017
"1224","PF","silver",1,28,"V",1,0,"prelim",2018
"1225","PF","cfc",0,27,"N",0,0,"prelim",2017
"1226","PF","cfc",0,28,"N",0,0,"prelim",2017
"1227","PF","silver",1,27,"V",0,0,"prelim",2018
"1228","PF","yankton",NA,29,"V",1,0,"prelim",2019
"1229","PF","harrisburg",1,27,"N",1,0,"prelim",2020
"1230","PF","silver",0,28,"V",1,0,"prelim",2018
"1231","PF","yankton",1,29,"V",1,0,"prelim",2019
